before_umap_x,before_umap_y,after_umap_x,after_umap_y,true_label
4.761787,6.267905,-0.056721866,3.677362,1
1.635147,6.5618787,-1.5116911,1.3812914,0
1.747029,5.289366,-2.9692636,4.096261,1
0.9650207,7.323031,1.1835865,-1.852467,1
8.243422,6.017152,2.3180463,5.2551813,0
-3.3838134,4.6809096,-3.2697668,0.18972719,0
10.137376,6.220161,2.7140563,6.406842,0
-0.8984176,7.279377,0.9319644,-1.2327056,1
9.939886,6.200246,2.7338278,6.3902755,0
-3.6953828,5.9286475,-0.2522991,-1.910343,1
-3.380196,5.958143,0.48812833,-2.0236151,0
10.894915,6.773964,4.78219,7.202998,1
-2.7217507,5.8605466,-0.9942755,-1.407851,0
10.913038,10.325586,8.570864,-2.3157241,0
6.080844,6.159324,-0.4891331,3.7417343,0
4.478438,6.41379,-0.32979083,1.8025147,1
1.1447785,5.1592727,-2.1084774,2.9010692,0
8.276146,10.349477,6.873674,-2.5596678,1
3.8346417,9.199783,4.25222,-2.1727684,1
8.33628,7.3424025,2.3454728,3.9790723,0
0.5115757,5.774131,-2.359994,1.8316876,1
6.5810876,9.380111,5.4032617,-1.7035667,1
12.701699,4.42692,3.9072475,8.2683935,0
-1.5987388,6.6974115,0.3580881,-1.5810957,0
10.382859,5.408751,3.1856022,6.9918947,1
3.101082,5.4955273,-2.6070573,3.7782013,1
12.8028,3.985025,3.694737,8.38131,0
1.5971768,7.2904253,0.57883567,-0.12240502,1
0.6518466,7.084396,0.582355,-0.64012957,1
2.1675937,4.325413,-2.0306284,3.1153014,0
11.538858,9.741424,9.293328,-1.4142749,0
0.99011797,7.0963945,0.5920912,0.13173889,1
4.295618,3.8665407,-1.3463328,5.717083,0
8.998656,9.835597,7.499396,-1.4740334,0
6.341452,5.940934,0.05270808,4.6040173,1
12.672523,3.7698107,1.7966747,8.98066,1
6.394662,5.6747055,0.22593828,5.0102253,1
1.9692826,6.4922705,-1.8605198,2.3052309,0
-2.0535266,3.799212,-3.5031395,1.2155848,0
6.526122,9.079995,1.757256,3.701742,1
7.0047326,9.513249,5.7250233,-1.333907,1
-2.7724662,5.9154077,0.08732599,-1.8425573,0
1.5296292,7.292511,0.5700563,-0.15141821,1
-0.9921858,5.4105086,-2.4808557,0.35214314,0
-3.2881541,4.8554077,-1.5276574,-1.1770813,0
1.1514425,4.335463,-2.2480807,2.1270864,1
12.271457,3.7329087,1.7695398,8.655868,1
-3.6464496,6.107295,0.55167854,-2.0047812,1
7.645682,5.525383,0.53124803,5.752326,1
11.426542,9.561037,9.417549,-1.3795015,1
3.851526,9.1552925,3.810949,-1.9691241,0
11.419871,4.063944,1.7212111,7.8034253,1
11.428558,4.57923,2.2269228,7.411724,1
6.9485106,6.3830643,1.0165095,4.7330112,0
-1.9815837,5.582619,-2.7574232,0.06680264,0
-3.3555913,4.566516,-1.5758046,-1.3434623,0
2.837198,4.180507,-2.1631281,4.182485,0
5.94765,8.708584,3.793005,0.016722519,1
2.0283663,6.56666,-0.51375663,1.5557737,1
10.83351,9.489289,9.177062,-1.6801323,1
-1.833753,4.284087,-2.7636702,1.7908186,0
12.38156,4.593568,3.7356515,7.8028407,0
4.704225,5.8390284,-0.7420752,3.4370368,0
0.7070308,6.129045,-1.6264818,1.0284293,0
1.9588019,6.523204,-1.7066606,2.3452854,0
3.692423,6.8032613,-1.1218752,2.6526413,0
4.800749,5.687198,-1.0008537,3.846303,0
1.8252114,4.930937,-1.91862,3.0489948,0
2.259025,6.1869493,-1.0868412,2.8567705,1
-1.0456175,3.7622821,-3.289175,2.8494265,0
-2.8388364,5.3748274,-2.3139033,0.28066796,0
10.580501,4.430273,1.920683,7.3651023,1
11.777205,4.3358226,1.2785181,7.6373744,1
11.343119,6.4330435,4.6989627,7.290278,0
2.7974846,7.902615,0.054206822,1.9423215,0
8.658336,8.43332,2.1504464,4.642387,1
6.5270123,9.203232,4.011163,-0.29432794,0
4.243239,4.036476,-1.6403421,5.2303133,1
3.6284013,6.036328,-1.1971056,2.6666093,1
2.7625427,8.097365,1.5952845,2.0098329,0
-3.7549233,5.9317303,-0.4760205,-1.6078475,0
1.7329252,5.639328,-1.862539,3.0969963,0
-2.3483155,3.9095688,-3.5836477,0.7179471,0
9.372588,9.751586,7.8410273,-1.599142,1
11.024103,10.685933,8.946764,-1.9491993,1
0.37201282,5.4844723,-2.2404084,2.1623282,0
10.307464,6.9591365,3.9131837,6.95469,0
-0.76736146,6.258026,-1.6065974,0.97343856,0
2.998164,7.8067017,0.070644215,1.857475,0
1.7645323,8.508669,2.0691864,-1.3139113,1
8.042535,5.467208,0.8645128,5.774358,1
0.22520034,6.613997,-1.8931702,1.6441687,1
3.0890822,7.798189,-0.5259375,2.339791,0
10.9877205,9.390578,8.230496,-1.2179188,1
0.6414341,6.5893297,-1.2126637,2.0171597,0
2.1954262,6.0682797,-0.77795655,1.7422795,0
5.8665395,5.5204954,-0.41794375,4.9095073,1
2.7253041,8.855503,3.8740394,-2.0452259,1
8.543454,10.424562,7.541377,-2.3653157,1
9.940377,6.331885,2.1428385,6.112599,1
13.817644,9.196752,10.406456,-0.34805515,1
2.7097414,8.019758,1.2609402,-0.019269688,0
5.4520087,9.265158,4.733926,-1.5766944,1
13.632516,9.408905,10.434046,-1.0705793,1
4.1507597,5.728769,-4.34115,10.827394,1
7.7218113,9.17455,6.1245637,-0.82611555,1
-3.4885867,5.0275764,-1.4061791,-1.2191162,0
5.7854304,6.515124,0.50069696,4.1119175,0
-1.0349872,6.1931353,-1.506938,0.05238565,1
11.641074,3.6004994,1.0845336,7.575919,1
2.6580071,7.5648327,-0.2347129,2.2316508,0
5.4933577,5.812085,0.22698617,3.3785744,1
-2.9327512,5.721889,-1.0838262,-1.2569606,0
2.3865058,8.759225,3.3816974,-2.2087283,0
-0.19212508,4.162103,-2.7889674,1.6451057,1
5.485615,9.166724,4.7420645,-1.2256618,0
7.4420204,6.225018,1.1190892,5.2803946,0
8.130195,10.657075,7.1336503,-2.5142314,1
12.88348,9.1198635,10.329912,-0.38674748,0
-3.7204728,5.965155,-0.23379757,-1.6257181,1
5.0809836,9.259499,3.9056695,-0.9741873,0
11.162781,4.8400135,2.0800076,7.6019464,1
-0.9059993,6.2740607,-1.1302452,-0.61311704,0
5.7060885,6.512637,0.29959625,3.6510785,1
7.0773597,7.557303,1.778353,4.0947356,0
10.293976,6.9146943,4.3880258,6.9982114,0
-1.1288745,5.6258764,-1.7745262,0.7934783,1
2.7602823,4.2533774,-2.0986435,4.4327865,1
-2.9415405,4.28515,-1.8687849,-1.2625105,0
10.227119,5.772166,2.7237413,7.3351536,0
-3.6590028,6.046703,-0.16377378,-1.5875593,1
-1.7209917,3.9436774,-3.470334,1.3567626,0
2.8470352,6.6562953,-0.14330472,1.3609719,0
5.4000354,3.627362,-0.84344256,5.7367067,0
6.995801,2.9408228,0.6222675,6.707458,0
-0.41165367,5.442523,-2.3334608,1.1953957,1
3.0827658,4.14414,-2.097597,4.4778357,0
8.971111,9.790215,7.548384,-1.5268499,0
1.2811068,7.4240556,-0.73178965,1.073947,1
0.6074592,6.451967,-1.3778603,1.5243239,0
4.589723,7.3564634,-0.12442969,2.4319828,0
11.690499,4.0107102,0.6655055,5.997193,0
-3.737429,5.79697,-1.029501,-1.3744191,0
5.052773,6.203511,-0.2542537,4.1136975,0
-3.5604973,5.9181495,0.17662601,-1.9677746,0
-2.6427624,5.8327613,-0.9781214,-1.1236331,1
-0.18315426,4.1517963,-2.751313,1.6596203,0
4.3048615,8.740057,4.2241817,-1.068965,1
1.784887,4.8900757,-3.1469488,4.1948223,0
3.587747,9.273517,4.440602,-2.184995,1
-1.1885662,5.2678556,-2.6820617,0.5072142,0
5.723309,6.2930245,-0.27308464,3.4160862,0
1.4632969,4.762728,-1.9595109,3.0294473,0
11.600795,6.198029,4.0173025,7.4685388,0
7.688483,5.995953,0.9683662,5.589994,0
4.5735373,3.6120768,-1.5836936,5.161111,0
-0.59042376,5.0278435,-2.7189963,1.3833585,0
-1.5628959,5.3310857,-2.8333523,0.727797,0
-3.7154233,5.8779407,-0.30641502,-2.0134945,0
-2.8898544,4.20305,-3.5839093,0.85648686,1
3.342523,4.227864,-2.1488988,4.1979866,0
1.8418634,5.500763,-2.126102,2.216399,0
-2.5255516,4.895864,-1.6993357,-1.1536099,0
8.605282,10.588224,7.342105,-2.167296,0
6.8661766,5.5136313,0.48855895,5.264833,1
12.06806,9.634615,9.475045,-1.6187171,1
5.9759407,3.6728148,-0.19400768,5.8736796,0
11.539528,4.39665,2.6429074,7.864531,0
13.182626,9.879473,9.940432,-1.421461,1
8.452573,7.2206955,2.369004,4.27252,0
2.0690327,4.345323,-2.878352,3.89368,1
-0.8870446,4.0532894,0.24641106,0.4628485,1
-0.319335,4.1278663,-3.361704,2.5494907,0
3.781283,7.103114,-0.951728,2.1512845,0
12.472716,3.220464,1.5732127,8.265466,1
5.5137625,6.0034823,-0.09523752,4.0490255,0
-0.30331975,5.9048367,-2.6316414,2.4242072,1
4.9206533,6.2367425,0.26605737,4.146775,1
1.3699551,5.473645,-2.0130541,2.0542207,0
5.240343,6.321431,0.14289308,3.8078375,0
10.060016,10.115601,8.830948,-2.0005205,0
5.613536,9.287287,4.822663,-1.4755765,1
6.909493,5.934743,-0.16665122,5.1523957,0
12.100381,9.975344,9.744862,-1.6295079,1
5.0324616,6.1627145,-0.07150328,4.411709,0
-1.8662838,3.646175,-3.332989,1.5528761,1
-0.15718941,7.053628,-0.25526336,-0.7094138,0
0.60644436,4.322606,-2.3747287,2.1301134,0
11.878375,8.851918,2.0663438,8.454759,0
-3.4155262,5.9489822,0.06665293,-1.8235195,0
10.96771,4.149001,1.6886773,7.6008406,1
2.4824529,5.189716,-1.8728799,3.0798106,0
0.07787515,6.262044,-1.2880974,0.79636854,0
5.19171,9.054536,5.96436,-1.9218159,1
-2.6921043,5.274911,-1.7540369,-1.2605139,0
13.733802,9.204957,10.670522,-0.74758524,1
2.6398993,7.2451644,-0.81123674,2.2028863,0
12.7747555,9.626279,10.469873,-0.8486933,1
6.3078213,9.79962,6.2985187,-1.9159617,0
-3.0178976,11.885038,-4.387364,10.878731,1
2.8837852,6.3247046,-1.3734814,2.0663009,0
1.5453663,4.487659,-2.0691493,3.8038478,1
9.862317,6.3797817,2.3157547,6.111139,0
0.7103754,5.1904206,-2.2946317,2.0857902,0
4.4960527,7.52037,0.43882844,2.3948512,1
0.5668298,6.3176775,-2.3390362,2.2876265,1
13.921121,9.253343,10.844275,-0.8522624,1
10.130033,7.0392113,3.703421,6.4278255,1
4.2665744,8.769049,4.2410517,-1.1892598,0
12.946492,9.531513,10.227615,-1.2210897,1
8.724889,9.423621,7.1805363,-1.3380345,1
-3.762743,5.9026365,0.66260785,-2.170449,1
6.619214,5.5614123,0.11248845,5.30027,0
-2.1958628,4.245888,-3.0506756,1.0235164,0
-3.4313724,4.69317,-3.2153606,-0.25482497,0
2.3174927,8.564611,2.1753554,-1.3294928,1
-3.1012318,11.992858,-4.3323894,10.823841,1
1.4544258,7.4009256,0.81571484,-0.3948093,0
1.493276,7.4725766,-0.55343294,1.2562828,0
5.735241,9.837747,4.7506742,-1.509764,1
9.138813,9.825316,7.527384,-1.4311302,1
7.281649,7.5922947,1.7759331,4.1356063,0
1.3397647,6.474318,-2.181858,2.3316092,1
-3.7489657,5.6404476,-0.3981927,-2.0205958,0
6.2143083,6.1892567,0.54222095,4.274262,0
11.477218,4.02321,1.7065663,7.859406,1
6.325197,5.749786,0.48363653,5.0637536,1
